ncei_id,location_name,ncei_magnitude,damage_order,mag_body_wave,published,damage_order_total,houses_damaged_total,houses_damaged_order_total,country,region_code,injuries,injuries_order,houses_destroyed,houses_destroyed_order,houses_damaged,houses_damaged_order,mag_moment,mag_surface_wave,injuries_total,injuries_order_total,houses_destroyed_total,houses_destroyed_order_total,deaths,deaths_order,damage_millions,deaths_total,deaths_order_total,damage_millions_total,intensity,usgs_id,time,latitude,longitude,depth,usgs_magnitude,place,sig,mmi,alert,magnitude,year,depth_category,region
7245,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",6.3,4.0,6.0,True,4.0,451000.0,4.0,INDONESIA,60,38568.0,4.0,127000.0,4.0,451000.0,4.0,6.3,6.2,38568.0,4.0,127000.0,4.0,6234.0,4.0,3100.0,6234.0,4.0,3100.0,,usp000ej1c,2006-05-26 22:53:58.920000+00:00,-7.961,110.446,12.5,6.3,"10 km E of Pundong, Indonesia",727,7.602,,6.3,2006,shallow,YOGYAKARTA
7246,IRAN:  SOUTHERN:  QESHM,5.1,1.0,,True,1.0,,,IRAN,140,4.0,1.0,,2.0,,2.0,,,4.0,1.0,,2.0,2.0,1.0,,2.0,1.0,,,usp000ejkf,2006-06-03 07:15:35.600000+00:00,26.759,55.843,12.1,5.1,"47 km WSW of Qeshm, Iran",400,6.6,,5.1,2006,shallow,IRAN:  SOUTHERN:  QESHM
7252,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",5.3,2.0,5.3,True,2.0,,,INDIA,60,4.0,1.0,1.0,1.0,1.0,1.0,,,4.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,usp000e647,2005-12-14 07:09:54.190000+00:00,30.476,79.255,44.0,5.1,"17 km WNW of P?palkoti, India",400,4.943,,5.1,2005,intermediate,NANDPRAYAG
7367,CHINA:  SICHUAN PROVINCE,4.6,2.0,5.2,True,2.0,,,CHINA,30,31.0,1.0,,,,,,4.6,31.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000erq0,2006-08-25 05:51:44.390000+00:00,28.012,104.151,21.8,5.0,"73 km SW of Xunchang, China",385,3.8,,5.0,2006,shallow,CHINA:  SICHUAN PROVINCE
7413,TAIWAN:  PINGTUNG,7.0,1.0,6.4,True,1.0,,,TAIWAN,30,40.0,1.0,,2.0,,,7.0,7.3,40.0,1.0,,2.0,2.0,1.0,,2.0,1.0,,,usp000f114,2006-12-26 12:26:21.140000+00:00,21.799,120.547,10.0,7.1,"30 km SW of Hengchun, Taiwan",1023,6.503,,7.1,2006,shallow,TAIWAN:  PINGTUNG
7420,INDONESIA:  SUMABAWA:  BIMA,6.3,1.0,5.9,True,1.0,,,INDONESIA,60,14.0,1.0,20.0,1.0,,,6.3,6.0,14.0,1.0,20.0,1.0,1.0,1.0,,1.0,1.0,,,usp000ez9y,2006-12-01 14:01:44.260000+00:00,-8.261,118.753,19.0,6.3,"22 km N of Bima, Indonesia",615,6.402,,6.3,2006,shallow,INDONESIA:  SUMABAWA:  BIMA
7444,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",5.8,3.0,5.5,True,3.0,,,INDONESIA,60,100.0,2.0,680.0,3.0,,,5.8,5.8,100.0,2.0,680.0,2.0,7.0,1.0,,7.0,1.0,,,usp000f0er,2006-12-17 21:39:17.450000+00:00,0.626,99.859,30.0,5.8,"105 km SE of Padangsidempuan, Indonesia",528,6.029,,5.8,2006,shallow,MUARASIPONGI
7448,JAPAN:  HONSHU:  W COAST,6.7,3.0,6.1,True,3.0,,,JAPAN,30,359.0,3.0,13556.0,4.0,,,6.7,6.8,359.0,3.0,13556.0,4.0,1.0,1.0,,1.0,1.0,,5.0,usp000f7b5,2007-03-25 00:41:57.820000+00:00,37.336,136.588,8.0,6.7,"46 km NW of Nanao, Japan",782,8.462,,6.7,2007,shallow,JAPAN:  HONSHU:  W COAST
7456,INDONESIA:  MOLUCCA ISLANDS:  N,7.5,1.0,6.7,True,1.0,,,INDONESIA,170,4.0,1.0,,,,,7.5,7.3,4.0,1.0,,,4.0,1.0,,4.0,1.0,,,usp000f34b,2007-01-21 11:27:45.060000+00:00,1.065,126.282,22.0,7.5,"126 km WNW of Ternate, Indonesia",874,5.125,,7.5,2007,shallow,INDONESIA:  MOLUCCA ISLANDS:  N
7457,SOLOMON ISLANDS,8.1,3.0,6.8,True,3.0,500.0,3.0,SOLOMON ISLANDS,170,,,300.0,3.0,500.0,3.0,8.1,7.9,,,2500.0,4.0,2.0,1.0,,52.0,2.0,,,usp000f83m,2007-04-01 20:39:58.710000+00:00,-8.466,157.043,24.0,8.1,2007 Solomon Islands Earthquake,1026,8.228,,8.1,2007,shallow,SOLOMON ISLANDS
7465,CHILE:  SOUTHERN,6.2,1.0,6.1,True,1.0,2.0,1.0,CHILE,160,,,,,2.0,1.0,6.2,6.3,,,,,2.0,1.0,,10.0,1.0,,7.0,usp000fa97,2007-04-21 17:53:46.310000+00:00,-45.243,-72.648,36.7,6.2,"18 km N of Puerto Aysén, Chile",601,5.629,,6.2,2007,intermediate,CHILE:  SOUTHERN
7481,INDONESIA:  SUMATRA:  SOUTHERN,6.4,3.0,5.9,True,3.0,,4.0,INDONESIA,60,826.0,3.0,43719.0,4.0,,4.0,6.4,6.4,826.0,3.0,43719.0,4.0,67.0,2.0,,67.0,2.0,,8.0,usp000f65w,2007-03-06 03:49:38.900000+00:00,-0.493,100.498,19.0,6.4,"24 km SE of Bukittinggi, Indonesia",1061,6.947,,6.4,2007,shallow,INDONESIA:  SUMATRA:  SOUTHERN
7521,JAPAN:  HONSHU:  W COAST,6.6,4.0,,True,4.0,43343.0,4.0,JAPAN,30,2346.0,4.0,1331.0,4.0,43343.0,4.0,6.6,,2346.0,4.0,1331.0,4.0,15.0,1.0,12500.0,15.0,1.0,12500.0,,usp000fg9t,2007-07-16 01:13:22.370000+00:00,37.535,138.446,12.0,6.6,"20 km NNW of Kashiwazaki, Japan",831,8.071,,6.6,2007,shallow,JAPAN:  HONSHU:  W COAST
7525,CHINA:  YUNNAN PROVINCE:  NING'ER,6.1,4.0,5.7,True,4.0,,,CHINA,30,329.0,3.0,,,,,6.1,6.3,329.0,3.0,,,3.0,1.0,310.0,3.0,1.0,310.0,,usp000fd8a,2007-06-02 21:34:57.780000+00:00,23.028,101.052,5.0,6.1,"119 km NNE of Jinghong, China",578,7.573,,6.1,2007,shallow,CHINA:  YUNNAN PROVINCE:  NING'ER
7531,RUSSIA:  TATAR STRAIT,6.2,4.0,5.3,True,4.0,20.0,1.0,RUSSIA,50,14.0,1.0,11.0,1.0,20.0,1.0,6.2,6.2,14.0,1.0,11.0,2.0,2.0,1.0,347.7,2.0,1.0,347.7,,usp000fhn0,2007-08-02 02:37:42.380000+00:00,47.116,141.798,5.0,6.2,"20 km WSW of Yablochnyy, Russia",595,5.911,,6.2,2007,shallow,RUSSIA:  TATAR STRAIT
7537,"PERU:  ICA, PISCO, LIMA",8.0,4.0,6.7,True,4.0,45813.0,4.0,PERU,160,1292.0,4.0,93708.0,4.0,45813.0,4.0,8.0,7.9,1292.0,4.0,93708.0,4.0,593.0,3.0,600.0,596.0,3.0,600.0,8.0,usp000fjta,2007-08-15 23:40:57.890000+00:00,-13.386,-76.603,39.0,8.0,"41 km SW of San Vicente de Cañete, Peru",1395,7.911,,8.0,2007,intermediate,LIMA
7574,INDONESIA:  SUMATRA,8.4,3.0,6.9,True,3.0,,4.0,INDONESIA,60,161.0,3.0,56425.0,4.0,,4.0,8.4,8.5,161.0,3.0,56425.0,4.0,25.0,1.0,,25.0,1.0,,,official20070912111026830_34,2007-09-12 11:10:26.830000+00:00,-4.438,101.367,34.0,8.4,"122 km SW of Bengkulu, Indonesia",1086,6.446,,8.4,2007,intermediate,INDONESIA:  SUMATRA
7634,"CHILE:  TOCOPILLA, MARIA ELENA",7.7,3.0,6.7,True,3.0,,,CHILE,160,65.0,2.0,,4.0,,,7.7,7.4,65.0,2.0,,4.0,2.0,1.0,,2.0,1.0,,8.0,usp000fshy,2007-11-14 15:40:50.530000+00:00,-22.247,-69.89,40.0,7.7,"36 km ESE of Tocopilla, Chile",1010,7.284,,7.7,2007,intermediate,MARIA ELENA
7674,INDONESIA:  SUMBAWA ISLAND,6.5,2.0,6.2,True,2.0,,,INDONESIA,60,,3.0,,3.0,,,6.5,,,3.0,,3.0,3.0,1.0,,3.0,1.0,,,usp000ft98,2007-11-25 16:02:15.750000+00:00,-8.292,118.37,20.0,6.5,"28 km NNW of Dompu, Indonesia",657,6.516,,6.5,2007,shallow,INDONESIA:  SUMBAWA ISLAND
7675,MARTINIQUE,7.4,4.0,6.9,True,4.0,,,MARTINIQUE,90,102.0,3.0,,,,,7.4,,102.0,3.0,,,1.0,1.0,103.0,1.0,1.0,103.0,,usp000ftj1,2007-11-29 19:00:20.420000+00:00,14.944,-61.274,156.0,7.4,"18 km WNW of Basse-Pointe, Martinique",1542,6.6,,7.4,2007,deep,MARTINIQUE
7699,INDIA:  GUJARAT,5.1,1.0,5.0,True,1.0,,,INDIA,60,5.0,1.0,,2.0,,2.0,5.1,,5.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,usp000fs1z,2007-11-06 09:38:05.780000+00:00,21.181,70.724,10.0,5.1,"17 km S of V?s?vadar, India",405,6.488,,5.1,2007,shallow,INDIA:  GUJARAT
7708,BRAZIL:  MINAS GERAIS,4.6,2.0,4.6,True,2.0,,,BRAZIL,160,6.0,1.0,76.0,2.0,,,,,6.0,1.0,76.0,2.0,1.0,1.0,,1.0,1.0,,,usp000fu34,2007-12-09 02:03:29.440000+00:00,-15.048,-44.231,10.0,4.9,"16 km WNW of Itacarambi, Brazil",369,6.153,,4.9,2007,shallow,BRAZIL:  MINAS GERAIS
7724,NEW ZEALAND:  OFF COAST NORTH ISLAND,6.6,1.0,6.3,True,1.0,,,NEW ZEALAND,170,,,3.0,1.0,,,6.6,6.5,,,3.0,1.0,1.0,1.0,,1.0,1.0,,7.0,usp000fuvt,2007-12-20 07:55:15.840000+00:00,-39.011,178.291,20.0,6.6,"46 km SSE of Gisborne, New Zealand",809,6.105,,6.6,2007,shallow,NEW ZEALAND:  OFF COAST NORTH ISLAND
7748,ALGERIA:  ORAN,4.6,2.0,4.6,True,2.0,,2.0,ALGERIA,15,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,usp000fwc2,2008-01-09 22:24:03.860000+00:00,35.616,-0.57,10.0,4.6,"6 km SE of Es Senia, Algeria",329,5.344,,4.6,2008,shallow,ALGERIA:  ORAN
7750,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,6.1,1.0,5.9,True,1.0,,2.0,INDONESIA,60,5.0,1.0,,,,,6.1,,5.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000fx81,2008-01-22 17:14:57.950000+00:00,1.011,97.442,20.0,6.2,"146 km SSW of Singkil, Indonesia",593,5.958,,6.2,2008,shallow,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI
7764,CONGO:  BUKAVU,5.9,3.0,6.1,True,3.0,815.0,3.0,CONGO,10,643.0,3.0,99.0,2.0,815.0,3.0,5.9,5.8,643.0,3.0,99.0,2.0,47.0,1.0,7.0,47.0,1.0,7.0,,usp000fy21,2008-02-03 07:34:12.180000+00:00,-2.296,28.9,10.0,5.9,"20 km N of Cyangugu, Rwanda",546,7.515,,5.9,2008,shallow,CONGO:  BUKAVU
7765,INDIA:  WEST BENGAL,4.3,2.0,4.3,True,2.0,,3.0,INDIA,60,50.0,1.0,,,,,,,50.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000fy9n,2008-02-06 06:09:40.420000+00:00,23.433,87.111,10.0,4.3,"16 km NW of Beli?tor, India",284,4.901,,4.3,2008,shallow,INDIA:  WEST BENGAL
7768,RWANDA:  GISENYI,4.9,4.0,5.4,True,4.0,5.0,1.0,RWANDA,10,109.0,3.0,,,5.0,1.0,,4.9,109.0,3.0,,,1.0,1.0,100.0,1.0,1.0,100.0,,usp000fyyc,2008-02-15 04:04:53.050000+00:00,-2.423,28.82,10.0,4.7,"7 km NNW of Bukavu, Democratic Republic of the Congo",340,,,4.7,2008,shallow,RWANDA:  GISENYI
7843,CHINA:  SICHUAN PROVINCE,7.9,4.0,6.9,True,4.0,21000000.0,4.0,CHINA,30,374171.0,4.0,5360000.0,4.0,5360000.0,4.0,7.9,8.1,374171.0,4.0,5360000.0,4.0,87652.0,4.0,86000.0,87652.0,4.0,86000.0,9.0,usp000g650,2008-05-12 06:28:01.570000+00:00,31.002,103.322,19.0,7.9,"58 km W of Tianpeng, China",1870,9.08,,7.9,2008,shallow,CHINA:  SICHUAN PROVINCE
7879,"COLOMBIA:  META, QUETAME",5.6,1.0,,True,1.0,,2.0,COLOMBIA,160,,,,,,2.0,5.6,,,,,,6.0,1.0,,6.0,1.0,,,usp000g7p6,2008-05-24 19:20:42.490000+00:00,4.33,-73.764,8.9,5.9,"6 km WSW of El Calvario, Colombia",667,6.617,,5.9,2008,shallow,QUETAME
7881,CHINA:  SICHUAN PROVINCE,6.0,4.0,5.8,True,4.0,,,CHINA,30,927.0,3.0,400000.0,4.0,400000.0,4.0,6.0,6.0,927.0,3.0,400000.0,4.0,8.0,1.0,,8.0,1.0,,,usp000g7r4,2008-05-25 08:21:49.990000+00:00,32.56,105.423,18.0,6.1,"39 km WNW of Guangyuan, China",601,7.127,,6.1,2008,shallow,CHINA:  SICHUAN PROVINCE
7907,JAPAN:  HONSHU:  TOKYO,6.9,3.0,6.5,True,3.0,614.0,3.0,JAPAN,30,357.0,3.0,,,614.0,3.0,6.9,7.0,357.0,3.0,,,23.0,1.0,,23.0,1.0,,,usp000g9h6,2008-06-13 23:43:45.360000+00:00,39.03,140.881,7.8,6.9,"24 km WSW of Mizusawa, Japan",888,8.35,,6.9,2008,shallow,JAPAN:  HONSHU:  TOKYO
7925,"GREECE:  ACHAIA, ILEIA",6.3,3.0,6.2,True,3.0,,,GREECE,130,240.0,3.0,1156.0,4.0,,,6.3,6.3,240.0,3.0,1156.0,4.0,2.0,1.0,,2.0,1.0,,,usp000g8vs,2008-06-08 12:25:29.710000+00:00,37.963,21.525,16.0,6.4,"15 km ESE of Várda, Greece",1000,7.696,,6.4,2008,shallow,ILEIA
8125,ALGERIA:  ORAN,5.5,2.0,5.5,True,2.0,,,ALGERIA,15,30.0,1.0,,2.0,,2.0,5.5,5.3,30.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,usp000g8r4,2008-06-06 20:02:56.890000+00:00,35.883,-0.658,4.0,5.5,"17 km NNE of Mers el Kebir, Algeria",477,5.6,,5.5,2008,shallow,ALGERIA:  ORAN
8132,CHINA:  SICHUAN PROVINCE,5.9,4.0,5.7,True,4.0,,,CHINA,30,589.0,3.0,392000.0,4.0,392000.0,4.0,5.9,5.8,589.0,3.0,392000.0,4.0,43.0,1.0,,43.0,1.0,,,usp000gg00,2008-08-30 08:30:53.010000+00:00,26.241,101.889,11.0,6.0,"Sichuan-Yunnan border region, China",595,7.156,,6.0,2008,shallow,CHINA:  SICHUAN PROVINCE
8133,IRAN:  HORMOZGAN PROVINCE,6.1,3.0,6.1,True,3.0,,3.0,IRAN,140,45.0,1.0,,3.0,,3.0,6.1,6.0,45.0,1.0,,3.0,7.0,1.0,,7.0,1.0,,,usp000ggsg,2008-09-10 11:00:34.090000+00:00,26.743,55.828,12.0,6.1,"49 km WSW of Qeshm, Iran",572,7.345,,6.1,2008,shallow,IRAN:  HORMOZGAN PROVINCE
8135,CHILE:  TARAPACA,7.7,3.0,6.8,True,3.0,,,CHILE,160,200.0,3.0,544.0,3.0,,,7.7,,200.0,3.0,544.0,3.0,11.0,1.0,5.05,11.0,1.0,5.05,,usp000dsw1,2005-06-13 22:44:33.900000+00:00,-19.987,-69.197,115.6,7.8,"102 km ENE of Iquique, Chile",1041,7.018,,7.8,2005,intermediate,CHILE:  TARAPACA
8160,KYRGYZSTAN: NURA,6.6,2.0,6.4,True,2.0,,,KYRGYZSTAN,40,140.0,3.0,,2.0,,,6.6,6.9,140.0,3.0,,2.0,74.0,2.0,,74.0,2.0,,,usp000gjd4,2008-10-05 15:52:49.400000+00:00,39.533,73.824,27.4,6.7,"131 km SE of Nookat, Kyrgyzstan",691,6.422,,6.7,2008,shallow,KYRGYZSTAN: NURA
8161,CHINA:  TIBET (XIZANG PROVINCE),6.3,2.0,6.0,True,2.0,,,CHINA,40,19.0,1.0,,3.0,,,6.3,6.2,19.0,1.0,,3.0,9.0,1.0,,9.0,1.0,,,usp000gjgt,2008-10-06 08:30:45.570000+00:00,29.807,90.35,12.0,6.3,"39 km WSW of Dêqên, China",611,7.231,,6.3,2008,shallow,CHINA:  TIBET (XIZANG PROVINCE)
8162,RUSSIA:  CAUCASUS:  CHECHNYA,5.7,3.0,5.6,True,3.0,1027.0,4.0,RUSSIA,40,100.0,2.0,,,1027.0,4.0,5.7,5.5,100.0,2.0,,,13.0,1.0,,13.0,1.0,,,usp000gjy6,2008-10-11 09:06:10.770000+00:00,43.372,46.254,16.0,5.8,"10 km WNW of Engel’-Yurt, Russia",519,6.966,,5.8,2008,shallow,RUSSIA:  CAUCASUS:  CHECHNYA
8163,PERU:  AREQUIPA,6.2,1.0,5.8,True,1.0,,2.0,PERU,160,,,,,,2.0,6.2,,,,,,1.0,1.0,,1.0,1.0,,,usp000gbn0,2008-07-08 09:13:07.460000+00:00,-15.986,-71.748,123.0,6.2,"28 km E of Lluta, Peru",601,4.446,,6.2,2008,intermediate,PERU:  AREQUIPA
8164,JAPAN:  HONSHU:  N,6.8,2.0,6.6,True,2.0,90.0,2.0,JAPAN,30,200.0,3.0,90.0,2.0,90.0,2.0,6.8,,200.0,3.0,,,1.0,1.0,,1.0,1.0,,,usp000gczp,2008-07-23 15:26:19.950000+00:00,39.802,141.464,108.0,6.8,"29 km ENE of Morioka, Japan",1046,7.061,,6.8,2008,intermediate,JAPAN:  HONSHU:  N
8165,CHINA:  SICHUAN PROVINCE,5.6,3.0,5.6,True,3.0,,,CHINA,30,17.0,1.0,1200.0,4.0,1200.0,4.0,5.6,5.4,17.0,1.0,1200.0,4.0,1.0,1.0,,1.0,1.0,,,usp000gd09,2008-07-23 19:54:44.160000+00:00,32.752,105.498,4.0,5.5,"45 km NW of Guangyuan, China",478,6.779,,5.5,2008,shallow,CHINA:  SICHUAN PROVINCE
8168,CHINA:  SICHUAN PROVINCE,6.0,1.0,5.9,True,1.0,,1.0,CHINA,30,29.0,1.0,,,,,6.0,6.0,29.0,1.0,,,4.0,1.0,,4.0,1.0,,,usp000gdw4,2008-08-05 09:49:17.260000+00:00,32.756,105.494,6.0,6.0,"46 km NW of Guangyuan, China",566,7.271,,6.0,2008,shallow,CHINA:  SICHUAN PROVINCE
8172,CHINA:  YUNNAN PROVINCE,6.0,3.0,5.6,True,3.0,,,CHINA,30,127.0,3.0,,,,,6.0,5.9,127.0,3.0,,,5.0,1.0,,5.0,1.0,,,usp000gf5p,2008-08-21 12:24:30.930000+00:00,25.039,97.697,10.0,6.0,"48 km SE of Myitkyina, Myanmar",556,6.971,,6.0,2008,shallow,CHINA:  YUNNAN PROVINCE
8177,PAKISTAN:  QUETTA,6.4,4.0,6.3,True,4.0,4125.0,4.0,PAKISTAN,60,320.0,3.0,3487.0,4.0,3487.0,4.0,6.4,6.6,320.0,3.0,3487.0,4.0,215.0,3.0,,215.0,3.0,,6.0,usp000gm8g,2008-10-28 23:09:57.650000+00:00,30.639,67.351,15.0,6.4,"23 km NW of Alik Ghund, Pakistan",635,7.449,,6.4,2008,shallow,PAKISTAN:  QUETTA
8185,INDONESIA:  SUMATRA:  SOUTHERN,5.4,2.0,5.4,True,2.0,113.0,3.0,INDONESIA,60,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,usp000ggpt,2008-09-09 03:07:27.500000+00:00,-3.935,103.058,25.2,5.2,"23 km WNW of Pagar Alam, Indonesia",416,4.2,,5.2,2008,shallow,INDONESIA:  SUMATRA:  SOUTHERN
8186,INDIA:  MAHARASHTRA,5.0,3.0,5.0,True,3.0,1500.0,4.0,INDIA,60,20.0,1.0,,,,,,,20.0,1.0,,,1.0,1.0,,1.0,1.0,,,usp000gh63,2008-09-16 21:47:14.540000+00:00,17.438,73.915,10.0,5.0,"7 km NNE of P?tan, India",389,6.055,,5.0,2008,shallow,INDIA:  MAHARASHTRA
8191,INDONESIA:  MINAHASSA PENINSULA,7.3,3.0,6.5,True,3.0,1000.0,3.0,INDONESIA,170,77.0,2.0,,,1000.0,3.0,7.3,7.0,77.0,2.0,,,6.0,1.0,,6.0,1.0,,,usp000gnur,2008-11-16 17:02:32.700000+00:00,1.271,122.091,30.0,7.4,"135 km NW of Gorontalo, Indonesia",848,7.08,,7.4,2008,shallow,INDONESIA:  MINAHASSA PENINSULA
8204,PAPUA NEW GUINEA:  NEAR NORTH COAST,7.6,3.0,6.6,True,3.0,840.0,3.0,INDONESIA,170,250.0,3.0,,,840.0,3.0,7.6,7.5,250.0,3.0,,,5.0,1.0,,5.0,1.0,,,usp000gs2d,2009-01-03 19:43:50.650000+00:00,-0.414,132.885,17.0,7.7,"140 km WNW of Manokwari, Indonesia",918,6.998,,7.7,2009,shallow,PAPUA NEW GUINEA:  NEAR NORTH COAST
8208,CZECH REPUBLIC:  KARVINA,4.1,1.0,,True,1.0,,,CZECH REPUBLIC,110,3.0,1.0,,,,,,,3.0,1.0,,,2.0,1.0,,2.0,1.0,,,usp000gp81,2008-11-22 22:27:55.100000+00:00,49.914,18.455,2.0,4.1,"2 km SW of Godów, Poland",259,5.666,,4.1,2008,shallow,CZECH REPUBLIC:  KARVINA
8210,COSTA RICA:  LA PAZ,6.1,4.0,5.7,True,4.0,,,COSTA RICA,100,100.0,2.0,518.0,3.0,,,6.1,6.0,100.0,2.0,518.0,3.0,23.0,1.0,502.0,23.0,1.0,502.0,,usp000gscg,2009-01-08 19:21:35.610000+00:00,10.165,-84.197,14.0,6.1,"10 km NNE of Sabanilla, Costa Rica",1238,6.208,,6.1,2009,shallow,COSTA RICA:  LA PAZ
8264,ITALY:  L'AQUILA,6.3,4.0,5.6,True,4.0,,,ITALY,130,1500.0,4.0,15000.0,4.0,,,6.3,6.2,1500.0,4.0,15000.0,4.0,309.0,3.0,2500.0,309.0,3.0,2500.0,,usp000gvtu,2009-04-06 01:32:39+00:00,42.334,13.334,8.8,6.3,"3 km SE of Sassa, Italy",1272,7.809,,6.3,2009,shallow,ITALY:  L'AQUILA
8277,ITALY:  L'AQUILA,5.5,1.0,5.4,True,1.0,,1.0,ITALY,130,,,,,,1.0,5.5,5.4,,,,,1.0,1.0,,1.0,1.0,,,usp000gvvw,2009-04-07 17:47:37+00:00,42.275,13.464,15.1,5.5,"1 km SW of San Panfilo d'Ocre, Italy",573,6.421,,5.5,2009,shallow,ITALY:  L'AQUILA
8297,HONDURAS:  NORTHERN; BELIZE,7.3,4.0,6.7,True,4.0,1000.0,4.0,HONDURAS,90,40.0,1.0,135.0,3.0,1000.0,4.0,7.3,7.2,40.0,1.0,135.0,3.0,7.0,1.0,100.0,7.0,1.0,100.0,,usp000gxkj,2009-05-28 08:24:46.560000+00:00,16.731,-86.217,19.0,7.3,"46 km NW of Guanaja, Honduras",1560,7.848,,7.3,2009,shallow,HONDURAS:  NORTHERN; BELIZE
8318,AFGHANISTAN:  NANGARHAR,5.4,2.0,5.4,True,2.0,,,AFGHANISTAN,40,51.0,2.0,200.0,3.0,200.0,3.0,,,51.0,2.0,200.0,3.0,19.0,1.0,,19.0,1.0,,,usp000gw84,2009-04-16 21:27:51.300000+00:00,34.185,70.076,5.9,5.2,"39 km E of ?uk?mat? Azrah, Afghanistan",426,6.052,,5.2,2009,shallow,AFGHANISTAN:  NANGARHAR
8377,JAPAN:  HONSHU:  S COAST,6.4,3.0,6.1,True,3.0,5192.0,4.0,JAPAN,30,123.0,3.0,,,5192.0,4.0,6.4,,123.0,3.0,,,1.0,1.0,,1.0,1.0,,,usp000h05y,2009-08-10 20:07:09.110000+00:00,34.743,138.264,40.4,6.2,"8 km NE of Sagara, Japan",889,6.143,,6.2,2009,intermediate,JAPAN:  HONSHU:  S COAST
8383,KAZAKHSTAN:  TEKELI,5.4,1.0,5.8,True,1.0,,2.0,KAZAKHSTAN,40,,,,,,2.0,5.4,5.1,,,,,1.0,1.0,,1.0,1.0,,,usp000gy58,2009-06-13 17:17:37.720000+00:00,44.725,78.866,11.0,5.4,"12 km SSE of Tekeli, Kazakhstan",510,6.225,,5.4,2009,shallow,KAZAKHSTAN:  TEKELI
8386,INDONESIA:  JAVA,7.0,3.0,6.8,True,3.0,54000.0,4.0,INDONESIA,60,1297.0,4.0,,,54000.0,4.0,7.0,7.0,1297.0,4.0,,,81.0,2.0,,81.0,2.0,,,usp000h152,2009-09-02 07:55:01.050000+00:00,-7.782,107.297,46.0,7.0,"66 km SSW of Banjar, Indonesia",1177,6.607,,7.0,2009,intermediate,INDONESIA:  JAVA
8392,BHUTAN:  TASHIGANG,6.1,3.0,6.1,True,3.0,,,BHUTAN,60,,,,3.0,,3.0,6.1,6.1,,3.0,,3.0,11.0,1.0,,11.0,1.0,,,usp000h1r4,2009-09-21 08:53:05.910000+00:00,27.332,91.437,14.0,6.1,"11 km W of Trashigang, Bhutan",650,6.187,,6.1,2009,shallow,BHUTAN:  TASHIGANG
8409,INDONESIA:  SUMATRA:  PADANG,7.5,4.0,7.1,True,4.0,181665.0,4.0,INDONESIA,60,1214.0,4.0,,3.0,181665.0,4.0,7.5,,1214.0,4.0,,3.0,1117.0,4.0,2200.0,1117.0,4.0,2200.0,,usp000h237,2009-09-30 10:16:09.250000+00:00,-0.72,99.867,81.0,7.6,"30 km WSW of Pariaman, Indonesia",1649,8.221,,7.6,2009,intermediate,INDONESIA:  SUMATRA:  PADANG
8451,INDONESIA:  SUMABAWA:  BIMA,6.6,2.0,6.3,True,2.0,,2.0,INDONESIA,60,200.0,3.0,,,,,6.6,6.5,200.0,3.0,,,2.0,1.0,2.43,2.0,1.0,2.43,,usp000h3vc,2009-11-08 19:41:43.360000+00:00,-8.207,118.631,18.0,6.6,"29 km NNW of Bima, Indonesia",677,6.396,,6.6,2009,shallow,INDONESIA:  SUMABAWA:  BIMA
8492,CHINA:  CHONGQING PROVINCE:  RONGCHANG,3.4,2.0,3.4,True,2.0,,,CHINA,30,1.0,1.0,440.0,3.0,440.0,3.0,,,1.0,1.0,440.0,3.0,2.0,1.0,,2.0,1.0,,,usp000h03q,2009-08-08 13:26:17.510000+00:00,29.358,105.438,10.0,3.7,"44 km SE of Neijiang, China",211,4.531,,3.7,2009,shallow,CHINA:  CHONGQING PROVINCE:  RONGCHANG
8552,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,6.6,3.0,5.9,True,3.0,,,INDONESIA,60,,,,3.0,,3.0,6.6,6.7,,,,3.0,3.0,1.0,10.0,3.0,1.0,10.0,,usp000h24c,2009-10-01 01:52:27.320000+00:00,-2.482,101.524,9.0,6.6,"49 km SSE of Sungai Penuh, Indonesia",787,6.739,,6.6,2009,shallow,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI
8574,AFGHANISTAN:  HINDU KUSH,6.1,1.0,6.1,True,1.0,,,AFGHANISTAN,40,,,,,,,6.1,,,,,,5.0,1.0,,5.0,1.0,,,usp000h39a,2009-10-22 19:51:27.520000+00:00,36.517,70.95,185.9,6.2,"39 km SSE of Jurm, Afghanistan",796,3.972,,6.2,2009,deep,AFGHANISTAN:  HINDU KUSH
